Nama_Obat,Zat_Aktif
PRIVIGEN,HUMAN NORMAL IMMUNOGLOBULIN
MEDIXON,METHYLPREDNISOLONE
ANVOMER B6,PYRATHIAZINE THEOCLATE
ANVOMER B6,PYRIDOXINE HYDROCHLORIDE
QUIDEX,CIPROFLOXACIN HCL MONOHYDRATE
PRIMADEX FORTE,SULFAMETHOXAZOLE
PRIMADEX FORTE,TRIMETHOPRIM
RHINOS SR,LORATADINE
RHINOS SR,PSEUDOEPHEDRINE HYDROCHLORIDE
VOMETA FT,DOMPERIDONE
NEURODEX,THIAMINE MONONITRATE
FLAMICORT,TRIAMCINOLONE ACETONIDE
KYBERNIN P 500,HUMAN ANTITHROMBIN III
ISORANE,ISOFLURANE
BISCOR,BISOPROLOL FUMARATE
MOPRIN,METHISOPRINOL
VOMIZOLE 20,PANTOPRAZOLE SODIUM SESQUIHYDRATE
VOMIZOLE 40,PANTOPRAZOLE SODIUM SESQUIHYDRATE
PROVULA,CLOMIFENE CITRATE
ALVEOFACT,PHOSPHOLIPID FRACTION FROM BOVINE LUNG LAVAGE (SF-RI 1)
BUDESMA,BUDESONIDE
DEXYCLAV,AMOXICILLIN TRIHYDRATE
DEXYCLAV,KOMBINASI-CLAVULANATE POTASSIUM : SILICONE DIOXIDE (1:1)
DEXYCLAV FORTE,AMOXICILLIN TRIHYDRATE
DEXYCLAV FORTE,KOMBINASI-CLAVULANATE POTASSIUM : SILICONE DIOXIDE (1:1)
DEGRIUM,FLUNARIZINE HYDROCHLORIDE
PONDEX FORTE,MEFENAMIC ACID
DILTIAZEM HCL,DILTIAZEM HYDROCHLORIDE
RHINOFED,PSEUDOEPHEDRINE HYDROCHLORIDE
RHINOFED,TRIPROLIDINE HYDROCHLORIDE
FLADEX,METRONIDAZOLE
DEXYCLAV FORTE,KOMBINASI-POTASSIUM CLAVULANATE WITH MICROCRYSTALLINE CELLULOSE
GASTROFER,"KOMBINASI-OMEPRAZOLE PELLET 8,5"
TERLIPIN,TERLIPRESSIN ACETATE
DAFOXA,DAPAGLIFLOZIN
REMOPAIN,KETOROLAC TROMETAMOL
LEVOSIF,LEVODROPROPIZINE
CEFRIN,CEFPIROME SULFATE MIXED WITH SODIUM CARBONATE
MERTIGO,BETAHISTINE MESILATE
NORELUT,NORETHISTERONE
KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE
GRANON 1,GRANISETRON HYDROCHLORIDE
GRANON 3,GRANISETRON HYDROCHLORIDE
STATOR,ATORVASTATIN CALCIUM TRIHYDRATE
DOBUJECT,DOBUTAMINE HYDROCHLORIDE
PIROCAM,PIROXICAM
FLADYSTIN,METRONIDAZOLE
FLADYSTIN,NYSTATIN
LAKTAFIT,TRIBASIC CALCIUM PHOSPHATE
LAKTAFIT,PLACENTA EXTRACT
LAKTAFIT,KOMBINASI-KOMBINASI CYANOCOBALAMIN 1.0 IN GELATIN
DOPAMINE HYDROCHLORIDE,DOPAMINE HYDROCHLORIDE
DOFEN,IBUPROFEN SODIUM DIHYDRATE
NESP,DARBEPOETIN ALFA
ACPULSIF,CISAPRIDE MONOHYDRATE
VOLTADEX,DICLOFENAC DIETHYLAMINE
PAMORELIN,TRIPTORELIN EMBONATE
RESPITIDE,FLUTICASONE PROPIONATE
GLYCERYL TRINITRATE,GLYCERYL TRINITRATE
GLUVAS 4,GLIMEPIRIDE
GLUVAS 2,GLIMEPIRIDE
METFORMIN HCL,KOMBINASI-METFORMIN HCL GRANULES DC 95
OSSORAL 800,OSSEIN HYDROXYAPATITE COMPOUND
HYSTOLAN,ISOXSUPRINE HYDROCHLORIDE
GLUVAS 1,GLIMEPIRIDE
VIVENA-9,THIAMINE MONONITRATE
MODEXA,MOMETASONE FUROATE MONOHYDRATE
IBUPROFEN SODIUM DIHYDRATE,IBUPROFEN SODIUM DIHYDRATE
RECOFOL N,PROPOFOL
DEXANTA,DRIED ALUMINIUM HYDROXIDE GEL
DEXANTA,MAGNESIUM HYDROXIDE PASTE
DEXANTA,SIMETHICONE
ECLID,ACARBOSE
LEPSIO,VALPROIC ACID
TEOSAL,SALBUTAMOL SULFATE
TEOSAL,THEOPHYLLINE
FLAMICORT,TRIAMCINOLONE
DEXANTA,MAGNESIUM HYDROXIDE
PREGABALIN 75,PREGABALIN
PREGABALIN 150,PREGABALIN
NIFEDIPINE,NIFEDIPINE
VILDI,VILDAGLIPTIN
GLUTIVEN,L-ALANYL-L-GLUTAMINE
OSSORAL 200,OSSEIN HYDROXYAPATITE COMPOUND
SEDACUM,MIDAZOLAM HYDROCHLORIDE
"SEDACUM 0,1%",MIDAZOLAM HYDROCHLORIDE
RAIVAS,NOREPINEPHRINE BITARTRATE MONOHYDRATE
EBATID,EPTIFIBATIDE
LAZ,"KOMBINASI-LANSOPRAZOLE PELLET 8,5"
GASTROFER,KOMBINASI-OMEPRAZOLE SODIUM MONOHYDRATE STERILE (LYOPHILIZED)
NEURODEX,KOMBINASI CYANOCOBALAMIN 1.0% IN GELATIN
ENTEGARD,ENTECAVIR MONOHYDRATE
BIMASTAN 500,MEFENAMIC ACID
BIROPYRON,METAMIZOLE SODIUM
BIROPYRON,THIAMINE HYDROCHLORIDE
BIROPYRON,PYRIDOXINE HYDROCHLORIDE
BIROPYRON,CYANOCOBALAMIN
BIMALCUS,DRIED ALUMINIUM HYDROXIDE GEL
BIMALCUS,MAGNESIUM TRISILICATE
NEUCOMPLI,THIAMINE HYDROCHLORIDE
NEUCOMPLI,PYRIDOXINE HYDROCHLORIDE
NEUCOMPLI,CYANOCOBALAMIN
BIMAFLOX 500,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
COXILOID 60,ETORICOXIB
COXILOID 90,ETORICOXIB
COXILOID 120,ETORICOXIB
BIDAXTAM,DEXCHLORPHENIRAMINE MALEATE
BIDAXTAM,DEXAMETHASONE
DOMILIUM,DOMPERIDONE
ZECANEURON,THIAMINE NITRATE
ZECANEURON,PYRIDOXINE HYDROCHLORIDE
ZECANEURON,CYANOCOBALAMIN
EMTURNAS FORTE,PARACETAMOL
CALINDA,CLINDAMYCIN PHOSPHATE
CETIRIZINE,CETIRIZINE DIHYDROCHLORIDE
EMTURNAS,PARACETAMOL
OMNICORT,HYDROCORTISONE ACETATE
CEZINA,CETIRIZINE HYDROCHLORIDE
BENZASIL-CL,CLINDAMYCIN PHOSPHATE
BENZASIL-CL,BENZOYL PEROXIDE
STESOLON 16,METHYLPREDNISOLONE
METROMIDE,METOCLOPRAMIDE HYDROCHLORIDE
ZECAXOL,AMBROXOL HYDROCHLORIDE
MESOCON,MOMETASONE FUROATE
FLUCIDERLON,FLUOCINOLONE ACETONIDE
MEDIURIC FORTE,ALLOPURINOL
KANAZOL,KETOCONAZOLE
CORDESON,DESONIDE
EMFLU,PARACETAMOL
EMFLU,CHLORPHENAMINE MALEATE
EMFLU,DEXTROMETHORPHAN HYDROBROMIDE
EMFLU,PHENYLEPHRINE HYDROCHLORIDE
ZECAMEX,CHLORPHENAMINE MALEATE
FIMEDIAB,GLIBENCLAMIDE
CLINOIN,CLINDAMYCIN PHOSPHATE
CLINOIN,TRETINOIN
STESOLON 4,METHYLPREDNISOLONE
BENCZEMA,BETAMETHASONE VALERATE
RAVALGIN,METAMIZOLE SODIUM
DIANOS,KAOLIN
DIANOS,PECTIN
MEDICHLOR,CHLORAMPHENICOL PALMITATE
ACNOSIL,TRETINOIN
ACNOSIL FORTE,TRETINOIN
ZECATHIAM,THIAMPHENICOL
KIDDYBAT,CHLORPHENAMINE MALEATE
KIDDYBAT,PARACETAMOL
KIDDYBAT,GUAIFENESIN
MITADEX,DEXCHLORPHENIRAMINE MALEATE
MITADEX,DEXAMETHASONE
TREQUINON,HYDROQUINONE
TREQUINON,TRETINOIN
TREQUINON,FLUOCINOLONE ACETONIDE
GASTRICON,CIMETIDINE
VOLTAFLAM,DICLOFENAC SODIUM
ATAGIP,PECTIN
ATAGIP,ATTAPULGITE
MEDIURIC,ALLOPURINOL
FLAPOZIL,METRONIDAZOLE
TREMACORT,TRIAMCINOLONE ACETONIDE
MEDICHLOR,CHLORAMPHENICOL
ETAFEN,IBUPROFEN
ETAGEMYCETIN,CHLORAMPHENICOL
ETAMOX FORTE,AMOXICILLIN TRIHYDRATE
ETAPRIL,CAPTOPRIL
ETACARVASK,AMLODIPINE BESILATE
ETAMOX,AMOXICILLIN TRIHYDRATE
ETALIUM,DOMPERIDONE
ETASID,MAGNESIUM HYDROXIDE
ETASID,SIMETHICONE EMULSION 30
ETASID,DRIED ALUMINIUM HYDROXIDE GEL
ETAFLOX,CIPROFLOXACIN HCL MONOHYDRATE
ETADEXTA,DEXAMETHASONE
ETADEXTA,DEXCHLORPHENIRAMINE MALEATE
ETAMOXUL,SULFAMETHOXAZOLE
ETAMOXUL,TRIMETHOPRIM
ETAMOXUL FORTE,SULFAMETHOXAZOLE
ETAMOXUL FORTE,TRIMETHOPRIM
ETAGESIC,PARACETAMOL
ETAGEMYCETIN,CHLORAMPHENICOL PALMITATE
ETADIUM,LOPERAMIDE HYDROCHLORIDE
ETALGIN,METAMIZOLE SODIUM
ETAFEN FORTE,IBUPROFEN
ETAFLUSIN PE,GUAIFENESIN
ETAFLUSIN PE,CHLORPHENAMINE MALEATE
ETAFLUSIN PE,PARACETAMOL
ETAFLUSIN PE,PHENYLEPHRINE HYDROCHLORIDE
ETANEURAL,METAMIZOLE SODIUM
ETANEURAL,THIAMINE HYDROCHLORIDE
ETANEURAL,CYANOCOBALAMIN
ETANEURAL,PYRIDOXINE HYDROCHLORIDE
TAFAREN,DICLOFENAC DIETHYLAMINE
ETABIOTIC,AMPICILLIN TRIHYDRATE
OMEPRAZOLE,OMEPRAZOLE PELLET
ETAGASTRIN,OMEPRAZOLE PELLET
ETAMOX 500,AMOXICILLIN TRIHYDRATE
ETADRYL EXPECTORANT,AMMONIUM CHLORIDE
ETADRYL EXPECTORANT,DIPHENHYDRAMINE HYDROCHLORIDE
SAPPMOL FORTE,PARACETAMOL
ETADEX,DEXAMETHASONE
ETAFENIN,MEFENAMIC ACID
BERTASON,BETAMETHASONE VALERATE
STEKORT,HYDROCORTISONE ACETATE
ETAFLUSIN,PARACETAMOL
ETAFLUSIN,GUAIFENESIN
ETAFLUSIN,CHLORPHENAMINE MALEATE
ETAFLUSIN,PHENYLEPHRINE HYDROCHLORIDE
SAPPMOL,PARACETAMOL
ETACINOLONE,TRIAMCINOLONE ACETONIDE
RELIVO,PROMETHAZINE HYDROCHLORIDE
RELIVO,CARBOCISTEINE
PIROFLEX,PIROXICAM
ALLERMINE,CHLORPHENAMINE MALEATE
PROVAMED,SPIRAMYCIN
PROGYL,METRONIDAZOLE BENZOATE
OXFEZIN,GUAIFENESIN
OXFEZIN,OXOMEMAZINE
PROPECT,AMBROXOL HYDROCHLORIDE
PROCET,PARACETAMOL
MEDISTEIN,ERDOSTEINE
FORICEF,CEFTRIAXONE SODIUM
FENATIC,IBUPROFEN
PRESTIN,FLUOXETINE HYDROCHLORIDE
SISOPRIM,SULFAMETHOXAZOLE
SISOPRIM,TRIMETHOPRIM
ZINE,CETIRIZINE HYDROCHLORIDE
FORDIN,RANITIDINE HYDROCHLORIDE
SISOPRIM FORTE,SULFAMETHOXAZOLE
SISOPRIM FORTE,TRIMETHOPRIM
PROFAT,SUCRALFATE
DOME,DOMPERIDONE
VROXIL,CEFADROXIL MONOHYDRATE
MAGTEN,DRIED ALUMINIUM HYDROXIDE GEL
MAGTEN,MAGNESIUM HYDROXIDE
MAGTEN,SIMETHICONE
FINEVASK,AMLODIPINE BESILATE
VROXIL FORTE,CEFADROXIL MONOHYDRATE
PROGYL,METRONIDAZOLE
PROGALIN,PREGABALIN
PROLECIN,LEVOFLOXACIN HEMIHYDRATE
METHAM,ETHAMBUTOL HYDROCHLORIDE
METHAM,ISONIAZID
METHAM,PYRIDOXINE HYDROCHLORIDE
PRODEX,DEXAMETHASONE
PRODEX,DEXCHLORPHENIRAMINE MALEATE
PROTECLINE,CITICOLINE SODIUM
FORICEF,CEFTRIAXONE SODIUM SESQUATERHYDRATE
RIME,CEFPIROME SULFATE MIXED WITH SODIUM CARBONATE
PROPANZOL,PANTOPRAZOLE SODIUM SESQUIHYDRATE (LYOPHILIZED)
CHEPAMED,PIRACETAM
PRESCHOL,SIMVASTATIN
PROFIM,CEFIXIME TRIHYDRATE
PROPANZOL,KOMBINASI-PANTOPRAZOLE SODIUM STERILE (34 TO 38 W/W)
PANTOPRAZOLE SODIUM,KOMBINASI-PANTOPRAZOLE SODIUM STERILE (34 TO 38 W/W)
MEXYLIN,AMOXICILLIN TRIHYDRATE
KALDEXON,DEXAMETHASONE
PROLON,METHYLPREDNISOLONE
FLUOXETINE HYDROCHLORIDE,FLUOXETINE HYDROCHLORIDE
MEFOZ,ONDANSETRON HYDROCHLORIDE DIHYDRATE
LUTERON,NORETHISTERONE
LANSOPRAZOLE,LANSOPRAZOLE PELLET
PROCEFA,CEFOTAXIME SODIUM
FLOKSID,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
NORETHISTERONE,NORETHISTERONE
PROXIUM,ESOMEPRAZOLE SODIUM
NEUROMED 5000,PYRIDOXINE HYDROCHLORIDE
NEUROMED 5000,THIAMINE MONONITRATE
NEUROMED 5000,CYANOCOBALAMIN
MEDIGREL,CLOPIDOGREL BISULFATE
ARGESID,MEFENAMIC ACID
ANURIC,ALLOPURINOL
LAGAS,LANSOPRAZOLE PELLET
BIODASIN,CLINDAMYCIN HYDROCHLORIDE
PROBION,THIAMINE MONONITRATE
PROBION,PYRIDOXINE HYDROCHLORIDE
PROBION,CYANOCOBALAMIN
VOLTEN,DICLOFENAC SODIUM
ZITROMED,AZITHROMYCIN DIHYDRATE
PYRAZINAMIDE,PYRAZINAMIDE
BROMEDCYL,BROMHEXINE HYDROCHLORIDE
DOLATRAM,TRAMADOL HYDROCHLORIDE
DOLATRAM,PARACETAMOL
THRAMED,TRAMADOL HYDROCHLORIDE
TAGYT,ATTAPULGITE
TAGYT,PECTIN
PYNAMED,PYRAZINAMIDE
EFOMET XR,METFORMIN HYDROCHLORIDE
METFORMIN HYDROCHLORIDE,METFORMIN HYDROCHLORIDE
NAUSILE,METOCLOPRAMIDE HYDROCHLORIDE
LINCYN,LINCOMYCIN HYDROCHLORIDE
ULTILAR,LORATADINE
FIBRAMED 300,FENOFIBRATE
ARIMED,MELOXICAM
PRIMAVON,TRIMETHOPRIM
PRIMAVON,SULFAMETHOXAZOLE
ZEMOXIL,AMOXICILLIN TRIHYDRATE
ZENCLOVIR,ACICLOVIR
TRIOCID,MAGNESIUM HYDROXIDE
TRIOCID,DRIED ALUMINIUM HYDROXIDE GEL
TRIOCID,SIMETHICONE EMULSION 30
ZENICYCLIN 250,TETRACYCLINE HYDROCHLORIDE
PRIMAVON FORTE,TRIMETHOPRIM
PRIMAVON FORTE,SULFAMETHOXAZOLE
ZEPHANAL PLUS,TRAMADOL HYDROCHLORIDE
ZEPHANAL PLUS,PARACETAMOL
ZEPTO,KOMBINASI-CALCIUM CARBONATE DC TYPE CS90
ZENTRA DM,TRIPROLIDINE HYDROCHLORIDE
ZENTRA DM,PSEUDOEPHEDRINE HYDROCHLORIDE
ZENTRA DM,DEXTROMETHORPHAN HYDROBROMIDE
ZENICHLOR,CHLORAMPHENICOL PALMITATE
ZENICOLD,PSEUDOEPHEDRINE HYDROCHLORIDE
ZENICOLD,CHLORPHENAMINE MALEATE
ZENILEV,LEVOFLOXACIN HEMIHYDRATE
ZENIFLOX 500,CIPROFLOXACIN HYDROCHLORIDE MONOHYDRATE
ZETAMOL,PARACETAMOL
ALVITA,METAMIZOLE SODIUM
ALVITA,THIAMINE HYDROCHLORIDE
ALVITA,PYRIDOXINE HYDROCHLORIDE
ALVITA,CYANOCOBALAMIN
DEXIKOF,DEXTROMETHORPHAN HYDROBROMIDE
DEXIKOF,GUAIFENESIN
DEXIKOF,CHLORPHENAMINE MALEATE
ZEMOXIL 500,AMOXICILLIN TRIHYDRATE
BRONEX,BROMHEXINE HYDROCHLORIDE
ANTIMAB,DIMENHYDRINATE
ZENTARIN,IBUPROFEN
ZENICHLOR,CHLORAMPHENICOL
ZENTI 150,RANITIDINE HYDROCHLORIDE
HUSTAREX,SULFOGAIACOL POTASSIUM
HUSTAREX,DEXTROMETHORPHAN HYDROBROMIDE
HUSTAREX,IPECACUANHA EXTRACT
FENAMIN,MEFENAMIC ACID
ZENTRA,TRIPROLIDINE HYDROCHLORIDE
ZENTRA,PSEUDOEPHEDRINE HYDROCHLORIDE
ZELONA,DICLOFENAC SODIUM
DORMI COMPOSITUM,HYOSCINE BUTYLBROMIDE
DORMI COMPOSITUM,METAMIZOLE SODIUM
SUPRABIOTIC,TETRACYCLINE HYDROCHLORIDE
COLDREXIN,PHENYLEPHRINE HYDROCHLORIDE
COLDREXIN,CHLORPHENAMINE MALEATE
COLDREXIN,SULFOGAIACOL POTASSIUM
COLDREXIN,PARACETAMOL
BEREA,AMBROXOL HYDROCHLORIDE
VOMIZEN,DOMPERIDONE MALEATE
DINAZEN,LORATADINE
COLDREXIN PILEK DAN DEMAM,PSEUDOEPHEDRINE HYDROCHLORIDE
COLDREXIN PILEK DAN DEMAM,PARACETAMOL
COLDREXIN PILEK DAN DEMAM,CHLORPHENAMINE MALEATE
FLUMIN PLUS,PHENYLPROPANOLAMINE HYDROCHLORIDE
FLUMIN PLUS,GUAIFENESIN
FLUMIN PLUS,DEXTROMETHORPHAN HYDROBROMIDE
FLUMIN PLUS,PARACETAMOL
FLUMIN PLUS,DEXCHLORPHENIRAMINE MALEATE
COLDREXIN EXPECTORANT DAN PILEK,GUAIFENESIN
COLDREXIN EXPECTORANT DAN PILEK,PSEUDOEPHEDRINE HYDROCHLORIDE
GASTULEN,SIMETHICONE
PULAREX,ATTAPULGITE
ZENSODERM,BETAMETHASONE VALERATE
ZENSODERM,GENTAMICIN SULFATE
ZETAMOL 650,PARACETAMOL
DEXICORTA,DEXAMETHASONE
ZENIREX,GUAIFENESIN
ZENIREX,PROMETHAZINE HYDROCHLORIDE
ZENIREX,IPECACUANHA EXTRACT
BIONAL,THIAMINE HYDROCHLORIDE
BIONAL,PYRIDOXINE HYDROCHLORIDE
BIONAL,CYANOCOBALAMIN
ZEPHANAL,TRAMADOL HYDROCHLORIDE
FLUMIN,PARACETAMOL
FLUMIN,CHLORPHENAMINE MALEATE
FLUMIN,PHENYLPROPANOLAMINE HYDROCHLORIDE
ZENCOCIN,LINCOMYCIN HYDROCHLORIDE
FLAZEN,DICLOFENAC POTASSIUM
PRONTO,METAMIZOLE SODIUM
ZENICARDO 10,AMLODIPINE BESILATE
ZENICARDO 5,AMLODIPINE BESILATE
ZEPRAZOL,KOMBINASI-OMEPRAZOLE ENTERIC COATED 8.5
OBAT SAKIT KEPALA CAP KAKI TIGA,PARACETAMOL
OBAT SAKIT KEPALA CAP KAKI TIGA,ACETYLSALICYLIC ACID
OBAT SAKIT KEPALA CAP KAKI TIGA,CAFFEINE
VOXAMED,FLAVOXATE HYDROCHLORIDE
FUDOSTIN,ERDOSTEINE
DESFUMED,DESLORATADINE
PAXOMED,PACLITAXEL
"FUTAMEL 7,5",MELOXICAM
FUTAMEL 15,MELOXICAM
UROKA,DUTASTERIDE
TYKONIB 400,IMATINIB MESILATE
TYKONIB 100,IMATINIB MESILATE
METILEV,LEVOFLOXACIN HEMIHYDRATE
DOXOMED,DOCETAXEL TRIHYDRATE
SEDOL,ETOPOSIDE
LATOREC 10,KETOROLAC TROMETAMOL
CITABOL,GEMCITABINE HYDROCHLORIDE
FUDANTON 4,ONDANSETRON HYDROCHLORIDE DIHYDRATE
FULOPIN 5,AMLODIPINE BESILATE
LOTYRO 150,ERLOTINIB HYDROCHLORIDE
FUDANTON,ONDANSETRON HYDROCHLORIDE DIHYDRATE
LOTYRO 100,ERLOTINIB HYDROCHLORIDE
GOFEN,IBUPROFEN
FUMETHYL 4,METHYLPREDNISOLONE
PARIN E,ENOXAPARIN SODIUM
GOGAZ,SIMETHICONE
RYBEST,CETIRIZINE HYDROCHLORIDE
FORINAZ,ANASTROZOLE
WAMISTRA,LETROZOLE
PANSIPTIN 100,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE
PANSIPTIN 50,SITAGLIPTIN HYDROCHLORIDE MONOHYDRATE
OMED 20,OMEPRAZOLE PELLET 8.5%
EROFER 50,SILDENAFIL CITRATE
EROFER 100,SILDENAFIL CITRATE
FUPLATIN,CARBOPLATIN
GOFEX,IBUPROFEN
EPIROL,EPIRUBICIN HYDROCHLORIDE
ULBAMED 100,REBAMIPIDE
PANADOL ADVANCE,PARACETAMOL
PANADOL ANAK-ANAK,PARACETAMOL
PANADOL FLU & BATUK,PARACETAMOL
PANADOL FLU & BATUK,DEXTROMETHORPHAN HYDROBROMIDE
PANADOL FLU & BATUK,PHENYLEPHRINE HYDROCHLORIDE
ACTIFED,TRIPROLIDINE HYDROCHLORIDE
ACTIFED,PSEUDOEPHEDRINE HYDROCHLORIDE
ACTIFED PLUS COUGH SUPRESSANT,TRIPROLIDINE HYDROCHLORIDE
ACTIFED PLUS COUGH SUPRESSANT,PSEUDOEPHEDRINE HYDROCHLORIDE
ACTIFED PLUS COUGH SUPRESSANT,DEXTROMETHORPHAN HYDROBROMIDE
ACTIFED PLUS EXPECTORANT,PSEUDOEPHEDRINE HYDROCHLORIDE
ACTIFED PLUS EXPECTORANT,TRIPROLIDINE HYDROCHLORIDE
ACTIFED PLUS EXPECTORANT,GUAIFENESIN
VOLTAREN,DICLOFENAC DIETHYLAMINE
TRIAMINIC EKSPEKTORAN & PILEK (RASA LEMON),PSEUDOEPHEDRINE HYDROCHLORIDE
TRIAMINIC EKSPEKTORAN & PILEK (RASA LEMON),GUAIFENESIN
TRIAMINIC BATUK & PILEK RASA BERRY,PSEUDOEPHEDRINE HYDROCHLORIDE
TRIAMINIC BATUK & PILEK RASA BERRY,DEXTROMETHORPHAN HYDROBROMIDE
TRIAMINIC PILEK RASA JERUK,PSEUDOEPHEDRINE HYDROCHLORIDE
TRIAMINIC PILEK RASA JERUK,CHLORPHENAMINE MALEATE
ZENTEL,ALBENDAZOLE
PANADOL COLD + FLU,PARACETAMOL
PANADOL COLD + FLU,PSEUDOEPHEDRINE HYDROCHLORIDE
PANADOL COLD + FLU,DEXTROMETHORPHAN HYDROBROMIDE
PANADOL EXTRA,PARACETAMOL
PANADOL EXTRA,CAFFEINE
PANADOL,PARACETAMOL
TRIXON,CEFTRIAXONE SODIUM SESQUATERHYDRATE
PHINEV,EPINEPHRINE
PEHAMOL,PARACETAMOL
VAPRIL 25,CAPTOPRIL
RIFAMPICIN 75 MG/ISONIAZID 50 MG/PYRAZINAMIDE 150 MG,RIFAMPICIN
RIFAMPICIN 75 MG/ISONIAZID 50 MG/PYRAZINAMIDE 150 MG,ISONIAZID
RIFAMPICIN 75 MG/ISONIAZID 50 MG/PYRAZINAMIDE 150 MG,PYRAZINAMIDE
"VAPRIL 12,5",CAPTOPRIL
E-SOME,ESOMEPRAZOLE SODIUM
NOLEPTIC,PREGABALIN
LIDOCAINE HCL 2%,LIDOCAINE HYDROCHLORIDE
CARDISMO XR,KOMBINASI-ISOSORBIDE MONONITRATE 70 IN LACTOSE
PEHAMOXIL FORTE,AMOXICILLIN TRIHYDRATE
SALTAM 4,SALBUTAMOL SULFATE
DESLO,DESLORATADINE
KOLKATRIOL,CALCITRIOL
KOLKATRIOL F,CALCITRIOL
FEBRINEX,DEXCHLORPHENIRAMINE MALEATE
FEBRINEX,SULFOGAIACOL POTASSIUM
FEBRINEX,PARACETAMOL
SALTAM 2,SALBUTAMOL SULFATE
CORSONA 4,DEXAMETHASONE
ANTIMO ANAK (RASA JERUK),DIMENHYDRINATE
CETIRIZINE HCL,CETIRIZINE DIHYDROCHLORIDE
RISTONAT,RISEDRONATE SODIUM HEMIPENTAHYDRATE
RIFAMPICIN 75 MG / ISONIAZID 50 MG,RIFAMPICIN
RIFAMPICIN 75 MG / ISONIAZID 50 MG,ISONIAZID
TRAMPARA,PARACETAMOL
TRAMPARA,TRAMADOL HYDROCHLORIDE
CEFPIROME SULFATE,CEFPIROME SULFATE MIXED WITH SODIUM CARBONATE
PEHAMOXIL,AMOXICILLIN SODIUM
LIPOFUNDIN MCT/LCT 20%,MEDIUM CHAIN TRIGLYCERIDES
LIPOFUNDIN MCT/LCT 20%,SOYBEAN OIL
PHALSY,SODIUM VALPROATE
ANTIMO ANAK (RASA STRAWBERRY),DIMENHYDRINATE
ECOSOL NACL,SODIUM CHLORIDE
LACTOR 30,KETOROLAC TROMETAMOL
FLUOCORT-N,FLUOCINOLONE ACETONIDE
FLUOCORT-N,NEOMYCIN SULFATE
ANTIMO,DIMENHYDRINATE
PRIMAQUINE PHOSPHATE,PRIMAQUINE PHOSPHATE
DEXTAMINE,DEXAMETHASONE SODIUM PHOSPHATE
DEXTAMINE,DEXCHLORPHENIRAMINE MALEATE
NB TOPICAL OINTMENT,BACITRACIN ZINC
NB TOPICAL OINTMENT,NEOMYCIN SULFATE
HUSTAB,BROMHEXINE HYDROCHLORIDE
HUSTAB,DIPHENHYDRAMINE HYDROCHLORIDE
HUSTAB,PARACETAMOL
CEFTAZIDIME PENTAHYDRATE,KOMBINASI-CEFTAZIDIME PENTAHYDRATE BUFFERED WITH SODIUM CARBONATE
HEPARINOL,HEPARIN SODIUM
STREPTOMYCIN SULFATE,STREPTOMYCIN SULFATE
PANTO-GAS,KOMBINASI-PANTOPRAZOLE SODIUM (LYOPHILIZED)
PHAPIN,AMPICILLIN SODIUM
HYPOBHAC 100,NETILMICIN SULFATE
LIDOCAINE COMPOSITUM,EPINEPHRINE
LIDOCAINE COMPOSITUM,LIDOCAINE HYDROCHLORIDE MONOHYDRATE
PANTOPRAZOLE SODIUM,PANTOPRAZOLE SODIUM
BIORON,THIAMINE HYDROCHLORIDE
BIORON,PYRIDOXINE HYDROCHLORIDE
BIORON,CYANOCOBALAMIN
COMBIFLEX PERI,GLYCINE
COMBIFLEX PERI,GLUTAMIC ACID
COMBIFLEX PERI,LEUCINE
COMBIFLEX PERI,METHIONINE
COMBIFLEX PERI,PHENYLALANINE
COMBIFLEX PERI,THREONINE
COMBIFLEX PERI,TRYPTOPHAN
COMBIFLEX PERI,ALANINE
COMBIFLEX PERI,ASPARTIC ACID
COMBIFLEX PERI,PROLINE
COMBIFLEX PERI,SERINE
COMBIFLEX PERI,MAGNESIUM ACETATE TETRAHYDRATE
COMBIFLEX PERI,SODIUM ACETATE TRIHYDRATE
COMBIFLEX PERI,POTASSIUM HYDROXIDE
COMBIFLEX PERI,SODIUM HYDROXIDE
COMBIFLEX PERI,DEXTROSE MONOHYDRATE
COMBIFLEX PERI,SODIUM CHLORIDE
COMBIFLEX PERI,CALCIUM CHLORIDE DIHYDRATE
COMBIFLEX PERI,HISTIDINE MONOHYDROCHLORIDE MONOHYDRATE
COMBIFLEX PERI,POTASSIUM PHOSPHATE MONOBASIC
COMBIFLEX PERI,ISOLEUCINE
COMBIFLEX PERI,LYSINE HYDROCHLORIDE
COMBIFLEX PERI,VALINE
COMBIFLEX PERI,L-ARGININE-L-GLUTAMATE
DEXTAMINE,DEXAMETHASONE
PHENOXYMETHYL PENICILLIN POTASSIUM,PHENOXYMETHYLPENICILLIN POTASSIUM
DIAFAC XR,METFORMIN HYDROCHLORIDE
BIO ATP,THIAMINE DISULFIDE
BIO ATP,ADENOSINE TRIPHOSPHATE DISODIUM
BIO ATP,PYRIDOXINE HYDROCHLORIDE
BIO ATP,DL-ALPHA-TOCOPHERYL ACETATE
BIO ATP,CYANOCOBALAMIN
PRO TB 2 DD,ISONIAZID
PRO TB 2 DD,RIFAMPICIN
